Site ID,Region ID,RAT Type,RAT SubType,Latitude,Longitude,Bands,Channels,First Seen,Last Seen,Visible,Tower Type,Operator
700483,4,LTE,LTE-A,26.14510082,50.50760074,3,"1350, 1350",3/7/2021,3/7/2021,FALSE,,Zain
700453,2,LTE,LTE-A,26.22750041,50.52780016,"3, 1, 20","1350, 101, 6300, 1350, 101, 6300",3/3/2021,9/6/2022,TRUE,MACRO,Zain
700531,1,LTE,LTE-A,26.26080087,50.60300017,"3, 1","1350, 1350, 101",3/3/2021,9/4/2022,TRUE,MACRO,Zain
700069,2,LTE,LTE-A,26.24200084,50.58360039,"3, 1","1350, 101, 1350, 1350, 101",12/30/2020,4/19/2021,TRUE,MACRO,Zain
700273,2,LTE,LTE-A,26.21480024,50.59260088,"3, 41","1350, 41514, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Zain
700361,1,LTE,LTE-A,26.28750053,50.63790043,"3, 1","1350, 101, 1350",2/20/2021,3/3/2021,TRUE,MACRO,Zain
700118,1,LTE,LTE-A,26.24990014,50.6156005,"3, 41, 1","1350, 41514, 1350, 100, 41514, 1350, 100",3/3/2021,2/12/2026,TRUE,MACRO,Zain
700231,1,LTE,LTE-A,26.26850032,50.61520032,"3, 1","1350, 101, 1350, 1350, 101",3/4/2021,3/4/2021,TRUE,MACRO,Zain
700500,5,LTE,LTE-A,26.21150028,50.51890014,"3, 1","1350, 101",3/3/2021,9/5/2022,TRUE,MACRO,Zain
700614,2,LTE,LTE-A,26.23850074,50.53730084,3,"1350, 1350",3/4/2021,3/7/2021,TRUE,MACRO,Zain
700313,2,LTE,LTE-A,26.23150046,50.54620079,"3, 1","1350, 101, 1350, 101, 1350, 101",3/3/2021,9/6/2022,TRUE,MACRO,Zain
700611,1,LTE,LTE-A,26.26150058,50.63440035,"3, 20, 1","1350, 6300, 1350, 101, 1350, 101",2/20/2021,1/20/2024,TRUE,MACRO,Zain
700170,5,LTE,LTE-A,26.20940084,50.50600044,"3, 1, 41, 20","1350, 101, 41364, 41514, 1350, 101, 41364, 41514, 6300, 1350, 101, 41364, 41514, 6300",3/3/2021,4/19/2021,TRUE,MACRO,Zain
700059,5,LTE,LTE-A,26.15080087,50.61740079,20,"6300, 6300",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700104,2,LTE,LTE-A,26.22910076,50.57210029,"3, 41, 20","1350, 41364, 41514, 6300, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700053,4,LTE,LTE-A,26.19320015,50.50600064,"3, 1, 20","1350, 101, 6300, 1350, 1350, 101, 6300",3/3/2021,9/7/2022,TRUE,MACRO,Zain
700102,1,LTE,LTE,26.27260042,50.64770081,3,"1350, 1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700281,2,LTE,LTE-A,26.20140039,50.59980076,"3, 1, 20","1350, 101, 6300",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700738,1,LTE,LTE-A,26.25800061,50.64790026,"3, 1","1350, 101, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700014,2,LTE,LTE-A,26.20400039,50.57460098,"3, 1, 41","1350, 101, 41364, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700004,1,LTE,LTE-A,26.24510022,50.60960095,"3, 1, 20","1350, 101, 6300, 1350, 1350, 101, 6300",12/30/2020,1/20/2024,TRUE,MACRO,Zain
700601,2,LTE,LTE-A,26.23550051,50.59750088,"3, 1","1350, 101, 1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700779,2,LTE,LTE-A,26.24060041,50.59490015,"3, 1, 20","1350, 101, 101, 1350, 101, 6300",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700745,2,LTE,LTE-A,26.24740035,50.59010064,"3, 1, 20","1350, 101, 6300, 1350, 6300, 1350, 101, 6300",12/30/2020,4/21/2021,TRUE,MACRO,Zain
700180,1,LTE,LTE-A,26.24760041,50.61450032,"3, 1, 20","1350, 100, 6300, 1350, 100",12/30/2020,2/12/2026,TRUE,MACRO,Zain
700197,4,LTE,LTE-A,26.21980013,50.49570068,"3, 1","1350, 101, 1350, 101",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700402,1,LTE,LTE-A,26.26180046,50.61110066,"3, 20","1350, 1350, 6300",3/3/2021,3/4/2021,TRUE,MACRO,Zain
700016,2,LTE,LTE-A,26.23150081,50.55380072,"3, 1, 20","1350, 101, 6300, 1350, 101, 6300",3/3/2021,9/7/2022,TRUE,MACRO,Zain
700204,1,LTE,LTE-A,26.24820047,50.61080041,"3, 1, 41, 20","1350, 1350, 100, 41364, 41514, 6300, 1350, 101, 41364, 6300",12/30/2020,2/12/2026,TRUE,MACRO,Zain
700127,2,LTE,LTE-A,26.21830073,50.59780057,"3, 1, 41, 20","1350, 1350, 101, 41514, 1350, 101, 41514, 6300",4/19/2020,4/21/2021,TRUE,MACRO,Zain
700282,2,LTE,LTE-A,26.2034003,50.58810013,"41, 3, 1","41364, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364",3/3/2021,12/31/2022,TRUE,MACRO,Zain
700752,1,LTE,LTE-A,26.22950074,50.64710059,"3, 41, 20","1350, 41364, 1350, 41514, 6300, 1350, 41514, 6300",12/30/2020,3/3/2021,TRUE,MACRO,Zain
700123,5,LTE,LTE-A,26.17220087,50.61130033,41,41364,3/3/2021,3/3/2021,FALSE,MACRO,Zain
700642,2,LTE,LTE-A,26.20660039,50.56730057,"41, 3, 1","41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700232,1,LTE,LTE-A,26.27410098,50.65520083,"3, 1","1350, 1350, 101, 1350",12/30/2020,3/3/2021,TRUE,MACRO,Zain
700246,2,LTE,LTE-A,26.23380057,50.53380062,"3, 1","1350, 101, 1350, 101",3/3/2021,9/4/2022,TRUE,MACRO,Zain
700070,2,LTE,LTE-A,26.24050017,50.53830042,"3, 1","1350, 101, 1350, 101, 1350, 101, 1350, 101",3/3/2021,9/6/2022,TRUE,MACRO,Zain
700049,2,LTE,LTE-A,26.21570026,50.60450057,"1, 20, 3","101, 6300, 6300, 1350",4/19/2020,4/21/2021,TRUE,MACRO,Zain
700353,5,LTE,LTE-A,26.18990041,50.56110073,"3, 1, 41","1350, 101, 41364",4/21/2021,4/21/2021,TRUE,MACRO,Zain
700239,1,LTE,LTE-A,26.25490094,50.60560041,"3, 1, 41, 20","1350, 101, 41364, 41514, 6300, 1350, 101, 1350, 41514, 6300, 1350, 101, 41364, 41514, 6300",3/3/2021,9/4/2022,TRUE,MACRO,Zain
700271,2,LTE,LTE-A,26.23510029,50.57170058,"1, 41","101, 41364, 41364, 41514",3/3/2021,3/7/2021,TRUE,,Zain
700186,2,LTE,LTE-A,26.23560022,50.5426005,"3, 1","1350, 101, 1350, 101, 1350",3/3/2021,9/6/2022,TRUE,MACRO,Zain
700770,4,LTE,LTE-A,26.1465009,50.48900046,"3, 1, 20","1350, 101, 6300, 1350",3/3/2021,3/7/2021,TRUE,MACRO,Zain
700778,1,LTE,LTE-A,26.25500053,50.65470047,"3, 1, 20","1350, 101, 6300, 1350, 101, 6300",12/30/2020,3/3/2021,TRUE,MACRO,Zain
700153,1,LTE,LTE,26.28520023,50.66600044,"3, 20","1350, 6300, 1350, 6300, 1350, 6300",12/30/2020,12/30/2020,TRUE,MACRO,Zain
700794,1,LTE,LTE-A,26.30050097,50.63870092,"3, 1","1350, 101, 101, 1350",2/20/2021,3/3/2021,TRUE,MACRO,Zain
700372,5,LTE,LTE-A,26.17730095,50.60920033,3,"1350, 1350",3/3/2021,3/3/2021,FALSE,,Zain
700292,2,LTE,LTE-A,26.20200013,50.59190014,"1, 41","101, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700649,1,LTE,LTE-A,26.2664006,50.6617006,"3, 1","1350, 101, 1350, 101, 1350",12/30/2020,1/20/2024,TRUE,MACRO,Zain
700270,2,LTE,LTE-A,26.21340078,50.61690043,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Zain
700314,2,LTE,LTE-A,26.21470084,50.5882009,3,"1350, 1350",4/19/2020,3/7/2021,FALSE,,Zain
700242,2,LTE,LTE-A,26.21080026,50.59690066,"3, 1","1350, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700485,5,LTE,LTE-A,26.21460084,50.50380052,"3, 1","1350, 1350, 101, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700352,2,LTE,LTE-A,26.22770013,50.57200035,41,"41364, 41514, 41514",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700015,2,LTE,LTE-A,26.19850048,50.59290074,"3, 1","1350, 101, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700187,5,LTE,LTE-A,26.16050014,50.6050006,"3, 41","1350, 41514",3/3/2021,3/3/2021,FALSE,,Zain
700227,2,LTE,LTE,26.23320036,50.58320049,3,1350,12/30/2020,12/30/2020,FALSE,MACRO,Zain
700319,2,LTE,LTE-A,26.20580024,50.61240014,3,"1350, 1350, 1350",3/3/2021,4/20/2021,TRUE,MACRO,Zain
700076,2,LTE,LTE-A,26.20600086,50.60000046,"3, 41, 1","1350, 41514, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700144,1,LTE,LTE,26.26700056,50.62440052,3,"1350, 1350",9/4/2022,1/20/2024,TRUE,MACRO,Zain
700841,1,LTE,LTE,26.26060029,50.60260034,20,6300,1/20/2024,1/20/2024,FALSE,MACRO,Zain
700835,1,LTE,LTE-A,26.28680094,50.62730079,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700035,4,LTE,LTE-A,26.21720095,50.47980051,"3, 1","1350, 101",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700009,2,LTE,LTE,26.22880087,50.58020088,3,"1350, 1350, 1350",12/30/2020,12/30/2020,TRUE,MACRO,Zain
700316,1,LTE,LTE-A,26.23060047,50.64810028,"3, 1, 41, 20","1350, 101, 41364, 41514, 6300, 1350, 41364, 41514, 6300, 1350, 41364, 41514, 6300",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700373,1,LTE,LTE-A,26.24280074,50.65800046,3,"1350, 1350",12/30/2020,3/3/2021,TRUE,MACRO,Zain
700339,4,LTE,LTE-A,26.13950065,50.50970079,3,1350,3/3/2021,4/19/2021,FALSE,MACRO,Zain
700721,1,LTE,LTE-A,26.23690069,50.67050057,"3, 20","1350, 6300, 1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700385,4,LTE,LTE-A,26.20770083,50.50350066,"3, 1","1350, 101, 1350, 101, 1350, 101",3/3/2021,9/6/2022,TRUE,MACRO,Zain
700497,4,LTE,LTE,26.15520098,50.47900046,"3, 1, 20","1350, 76, 6300, 1350, 76, 6300, 1350",3/4/2021,9/7/2022,TRUE,MACRO,Zain
700011,2,LTE,LTE-A,26.20620028,50.59910081,"3, 20","1350, 6300, 1350, 6300, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700002,2,LTE,LTE-A,26.23820071,50.5768004,"3, 1","1350, 101, 101, 1350, 101",3/3/2021,1/20/2024,TRUE,MACRO,Zain
700776,4,LTE,LTE-A,26.20860097,50.5032007,"3, 20","1350, 6300",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700047,1,LTE,LTE-A,26.25400037,50.60830076,"3, 1, 41, 20","1350, 101, 41364, 41514, 6300, 1350, 101, 41364, 41514, 1350, 101, 41364, 41514, 6300",12/30/2020,8/21/2021,TRUE,MACRO,Zain
700789,5,LTE,LTE-A,26.16700065,50.61280042,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700220,4,LTE,LTE-A,26.21670084,50.48020059,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Zain
700326,2,LTE,LTE-A,26.24340097,50.58600039,"20, 3, 1","6300, 1350, 101",3/3/2021,3/7/2021,TRUE,MACRO,Zain
700557,5,LTE,LTE-A,26.17340087,50.5992004,"3, 1","1350, 1350, 101",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700396,4,LTE,LTE-A,26.19280068,50.51780031,3,1350,3/3/2021,3/7/2021,FALSE,MACRO,Zain
700238,1,LTE,LTE,26.23390047,50.65740089,"3, 1","1350, 101, 1350, 101",12/30/2020,3/3/2021,TRUE,MACRO,Zain
700401,2,LTE,LTE-A,26.22380098,50.60660083,"3, 1","1350, 1350, 101",3/4/2021,4/20/2021,TRUE,MACRO,Zain
700697,2,LTE,LTE,26.23540057,50.5506005,"3, 20","1350, 6300",3/4/2021,9/6/2022,TRUE,MACRO,Zain
700113,2,LTE,LTE-A,26.23590086,50.58360079,"3, 1","1350, 101, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Zain
700636,2,LTE,LTE-A,26.25220064,50.58270031,3,"1350, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700525,2,LTE,LTE-A,26.19960054,50.56240057,"3, 1, 20","1350, 1350, 101, 6300, 1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700038,4,LTE,LTE-A,26.16600013,50.50330011,"3, 1","1350, 101, 1350, 101, 1350",3/3/2021,9/7/2022,TRUE,MACRO,Zain
700746,2,LTE,LTE,26.21270045,50.61390094,3,"1350, 1350, 1350",8/11/2019,4/20/2021,TRUE,MACRO,Zain
700061,4,LTE,LTE-A,26.14620069,50.50960066,"3, 1","1350, 1350, 101",3/3/2021,4/19/2021,TRUE,MACRO,Zain
700019,5,LTE,LTE-A,26.21770018,50.51910065,"3, 1, 20","1350, 76, 6300, 1350, 76, 6300, 1350, 101, 6300",3/3/2021,9/6/2022,TRUE,MACRO,Zain
700268,1,LTE,LTE,26.26210044,50.61150035,3,1350,3/3/2021,8/21/2021,FALSE,MACRO,Zain
700119,1,LTE,LTE-A,26.26300076,50.61420049,3,1350,3/4/2021,3/4/2021,FALSE,MACRO,Zain
700078,4,LTE,LTE-A,26.14300055,50.4987006,"3, 1, 41","1350, 101, 41364, 41364, 1350, 41364",3/3/2021,3/7/2021,TRUE,MACRO,Zain
700196,2,LTE,LTE-A,26.23280063,50.56470015,"3, 1, 20","1350, 101, 1350, 1350, 101, 6300",3/3/2021,1/20/2024,TRUE,MACRO,Zain
700552,1,LTE,LTE-A,26.29070036,50.66340086,1,"101, 101",5/31/2020,2/20/2021,TRUE,MACRO,Zain
700362,4,LTE,LTE-A,26.13980051,50.50860051,"3, 1, 41","1350, 101, 41364, 1350, 101, 41364, 41514",3/3/2021,4/19/2021,TRUE,MACRO,Zain
107176,4420,LTE,LTE,26.25500051,50.60850081,3,1600,8/21/2021,8/21/2021,FALSE,MACRO,Zain
700496,1,LTE,LTE-A,26.22400025,50.63280037,"3, 1, 41, 20","1350, 101, 41364, 41514, 6300, 41364, 1350, 101, 41364",12/30/2020,3/3/2021,TRUE,MACRO,Zain
700152,4,LTE,LTE-A,26.2205003,50.50730065,1,101,3/3/2021,3/3/2021,FALSE,MACRO,Zain
700774,4,LTE,LTE-A,26.1434007,50.49660032,"3, 41","1350, 41364, 1350, 41364",3/3/2021,3/7/2021,TRUE,MACRO,Zain
700167,1,LTE,LTE-A,26.26070071,50.60720027,"3, 41, 20","1350, 41364, 41514, 6300, 1350",3/3/2021,8/21/2021,TRUE,MACRO,Zain
700516,2,LTE,LTE,26.23500072,50.5576005,"3, 20","1350, 6300, 1350",3/3/2021,1/20/2024,TRUE,MACRO,Zain
700346,1,LTE,LTE-A,26.21230017,50.59400047,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700298,4,LTE,LTE-A,26.21240011,50.50190071,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Zain
700230,2,LTE,LTE-A,26.23960073,50.59020038,"3, 1","1350, 101, 1350, 101",12/30/2020,4/21/2021,TRUE,MACRO,Zain
700086,4,LTE,LTE-A,26.20800097,50.50330088,"3, 1, 20","1350, 101, 6300",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700772,2,LTE,LTE-A,26.23970039,50.59030098,"3, 1","1350, 101, 1350",12/30/2020,4/21/2021,TRUE,MACRO,Zain
700851,5,LTE,LTE-A,26.19530082,50.5303004,3,"1350, 1350",3/3/2021,3/7/2021,TRUE,MACRO,Zain
700277,5,LTE,LTE-A,26.17920068,50.55710024,1,"101, 101",2/20/2021,2/20/2021,FALSE,MACRO,Zain
700105,2,LTE,LTE-A,26.23390058,50.53920098,"3, 1, 20","1350, 101, 6300, 1350, 101, 1350, 101, 1350, 6300",3/3/2021,9/6/2022,TRUE,MACRO,Zain
700182,1,LTE,LTE-A,26.2549007,50.6085002,"3, 20","1350, 6300, 1350, 1350, 6300",3/3/2021,8/21/2021,TRUE,MACRO,Zain
700751,1,LTE,LTE-A,26.23240071,50.64920093,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700491,4,LTE,LTE,26.18330092,50.50010071,20,6300,3/4/2021,9/5/2022,FALSE,MACRO,Zain
700741,1,LTE,LTE-A,26.28210067,50.6487004,"20, 3, 1","6300, 6300, 1350, 101",5/31/2020,3/3/2021,TRUE,MACRO,Zain
700744,4,LTE,LTE-A,26.18360077,50.50380093,"3, 20, 1","1350, 6300, 1350, 101",3/3/2021,4/19/2021,TRUE,MACRO,Zain
800001,2,LTE,LTE-A,26.24140096,50.53870069,3,1350,3/3/2021,3/7/2021,FALSE,MACRO,Zain
700156,2,LTE,LTE-A,26.2078002,50.58790058,3,"1350, 1350, 1350",3/3/2021,3/7/2021,TRUE,MACRO,Zain
700701,2,LTE,LTE,26.23630015,50.54960039,3,1350,9/5/2022,9/5/2022,FALSE,MACRO,Zain
700258,5,LTE,LTE-A,26.19360097,50.56110094,"3, 1","1350, 101, 1350, 101, 1350, 101",4/21/2021,4/21/2021,TRUE,MACRO,Zain
700095,2,LTE,LTE-A,26.19860039,50.55770065,"3, 1","1350, 101, 1350, 101, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700350,4,LTE,LTE-A,26.14430088,50.49270082,"41, 3, 1","41364, 1350, 1350, 101, 41364",3/3/2021,3/7/2021,TRUE,MACRO,Zain
700287,5,LTE,LTE-A,26.16770086,50.60430026,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Zain
700122,2,LTE,LTE-A,26.21140045,50.61120014,3,"1350, 1350, 1350",12/30/2020,4/20/2021,TRUE,MACRO,Zain
700093,2,LTE,LTE-A,26.20980066,50.58880054,3,"1350, 1350, 1350",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700624,4,LTE,LTE,26.16370073,50.47160029,3,"1350, 1350, 1350",3/3/2021,9/7/2022,TRUE,MACRO,Zain
700236,1,LTE,LTE,26.27520058,50.64040079,3,1350,3/3/2021,9/4/2022,FALSE,MACRO,Zain
107175,4420,LTE,LTE,26.25500042,50.60840053,"3, 20, 41","1600, 6200, 40490",8/21/2021,8/21/2021,FALSE,,Zain
700533,1,LTE,LTE-A,26.28430086,50.64420059,"3, 1","1350, 101, 1350",2/20/2021,3/3/2021,TRUE,MACRO,Zain
700781,2,LTE,LTE-A,26.22580099,50.52530018,"3, 1","1350, 101",3/3/2021,4/19/2021,TRUE,MACRO,Zain
700742,1,LTE,LTE-A,26.29700025,50.66430054,"3, 1","1350, 101",12/30/2020,2/20/2021,TRUE,MACRO,Zain
700169,2,LTE,LTE-A,26.2155003,50.6137007,3,"1350, 1350",3/4/2021,4/20/2021,TRUE,MACRO,Zain
700241,1,LTE,LTE-A,26.24620035,50.61500028,"3, 1, 41, 20","1350, 101, 41364, 41514, 6300, 1350, 1350, 101, 41364, 41514, 1350",12/30/2020,9/4/2022,TRUE,MACRO,Zain
700214,1,LTE,LTE-A,26.25250053,50.61830017,"3, 1","1350, 100, 1350, 1350, 100",3/3/2021,2/12/2026,TRUE,MACRO,Zain
700300,2,LTE,LTE-A,26.23020058,50.56860032,3,1350,3/3/2021,3/4/2021,FALSE,MACRO,Zain
700653,1,LTE,LTE,26.22530094,50.64960023,3,1350,12/30/2020,3/3/2021,FALSE,MACRO,Zain
700784,4,LTE,LTE-A,26.21850029,50.48720083,"3, 1","1350, 101",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700577,5,LTE,LTE-A,26.17540082,50.59630071,41,41364,3/3/2021,3/3/2021,FALSE,MACRO,Zain
700201,1,LTE,LTE-A,26.24030058,50.65790079,"3, 20","1350, 6300, 1350, 6300",12/30/2020,3/3/2021,TRUE,MACRO,Zain
700055,1,LTE,LTE-A,26.3021002,50.63840047,"3, 1","1350, 101, 1350, 101, 1350, 101",2/20/2021,3/3/2021,TRUE,MACRO,Zain
700645,2,LTE,LTE-A,26.20900025,50.59030017,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Zain
700386,4,LTE,LTE-A,26.16440074,50.46490041,"3, 1","1350, 101",3/4/2021,3/4/2021,TRUE,MACRO,Zain
700006,2,LTE,LTE-A,26.24310052,50.59310089,"3, 1","1350, 101, 1350",5/2/2018,4/21/2021,TRUE,MACRO,Zain
700510,2,LTE,LTE-A,26.2301008,50.53440053,3,1350,3/7/2021,3/7/2021,FALSE,MACRO,Zain
700349,2,LTE,LTE-A,26.22980025,50.5986006,"3, 1","1350, 101",3/3/2021,4/21/2021,TRUE,MACRO,Zain
700536,1,LTE,LTE-A,26.23240094,50.65120069,3,"1350, 1350, 1350",12/30/2020,3/3/2021,TRUE,MACRO,Zain
700267,5,LTE,LTE-A,26.21700049,50.50980064,"3, 1","1350, 101, 1350, 101, 1350, 101",3/3/2021,3/7/2021,TRUE,MACRO,Zain
700307,2,LTE,LTE,26.23690047,50.57560033,1,101,3/4/2021,4/19/2021,FALSE,MACRO,Zain
700388,5,LTE,LTE-A,26.21420085,50.51320029,1,101,3/3/2021,3/7/2021,FALSE,MACRO,Zain
700448,5,LTE,LTE-A,26.16620027,50.61460055,3,"1350, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700045,1,LTE,LTE-A,26.25960052,50.62830019,"3, 1","1350, 1350, 101, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Zain
700224,2,LTE,LTE-A,26.23860021,50.5323003,"3, 1","1350, 101, 1350",3/3/2021,3/7/2021,TRUE,MACRO,Zain
147426,4410,LTE,LTE,26.21880061,50.49350082,3,"1600, 1600",12/30/2020,12/30/2020,TRUE,MACRO,STC
147114,4410,LTE,LTE,26.18350031,50.50080017,"3, 41","1600, 1600, 1600, 1483, 40490",4/14/2017,2/14/2024,TRUE,MACRO,STC
147022,4410,LTE,LTE,26.21700041,50.47750036,3,"1600, 1600",12/30/2020,12/30/2020,TRUE,MACRO,STC
147350,4410,LTE,LTE,26.2178002,50.45900036,3,1600,12/30/2020,12/30/2020,FALSE,MACRO,STC
147466,4410,LTE,LTE,26.20330061,50.51290037,3,"1600, 1600",4/14/2017,8/6/2020,TRUE,MACRO,STC
147254,4410,LTE,LTE,26.21430084,50.45800031,3,"1600, 1600",12/30/2020,12/30/2020,TRUE,MACRO,STC
141264,4410,LTE,LTE,26.20840066,50.45710014,3,1600,12/30/2020,12/30/2020,FALSE,MACRO,STC
147120,4410,LTE,LTE,26.1918003,50.5054002,3,1600,4/15/2017,4/15/2017,FALSE,,STC
147403,4410,LTE,LTE,26.1844007,50.49940044,3,1600,2/14/2024,2/14/2024,FALSE,MACRO,STC
147400,4410,LTE,LTE,26.21570056,50.46950095,3,1600,12/30/2020,12/30/2020,FALSE,MACRO,STC
147046,4410,LTE,LTE,26.22030023,50.49830023,3,"1600, 1600",12/30/2020,12/30/2020,FALSE,,STC
147253,4410,LTE,LTE,26.21870049,50.48800075,3,1600,12/30/2020,12/30/2020,FALSE,MACRO,STC
147381,4410,LTE,LTE-A,26.19350053,50.51950044,3,"1600, 1600",4/14/2017,7/18/2020,TRUE,MACRO,STC
161196,4430,LTE,LTE-A,26.18090027,50.50260022,3,1600,4/15/2017,7/18/2020,FALSE,MACRO,STC
147035,4410,LTE,LTE,26.21450082,50.45030084,3,"1600, 1600, 1600",12/30/2020,12/30/2020,TRUE,MACRO,STC
147252,4401,LTE,LTE-A,26.22590055,50.52530089,"3, 1, 41","1600, 1600, 500, 40292, 40490",4/14/2017,3/18/2025,TRUE,MACRO,STC
147021,4410,LTE,LTE-A,26.18700042,50.50150084,3,1600,7/20/2020,8/6/2020,FALSE,MACRO,STC
147010,4401,LTE,LTE-A,26.21580096,50.52060023,3,"1600, 1600",4/14/2017,8/6/2020,TRUE,MACRO,STC
147377,4410,LTE,LTE,26.21510096,50.45010052,3,"1600, 1600, 1600",12/30/2020,12/30/2020,TRUE,MACRO,STC
147034,4401,LTE,LTE,26.21540061,50.52020086,1,"500, 500",2/14/2024,2/14/2024,TRUE,MACRO,STC
141234,4410,LTE,LTE,26.21430042,50.44870083,3,1600,12/30/2020,12/30/2020,FALSE,MACRO,STC
147409,4410,LTE,LTE,26.22020084,50.49890044,3,1600,12/30/2020,12/30/2020,FALSE,MACRO,STC
147087,4410,LTE,LTE,26.2149003,50.4633002,3,"1600, 1600",12/30/2020,12/30/2020,TRUE,MACRO,STC
147429,4401,LTE,LTE,26.20540048,50.51460059,41,40292,2/14/2024,2/14/2024,FALSE,MACRO,STC
147322,4410,LTE,LTE,26.2191003,50.49130035,3,1600,12/30/2020,12/30/2020,FALSE,MACRO,STC
700453,2,LTE,LTE-A,26.2275003,50.52780055,"3, 1, 20","1350, 101, 6300, 1350, 101, 6300",3/3/2021,9/6/2022,TRUE,MACRO,Batelco
700500,5,LTE,LTE-A,26.21150036,50.51890085,"3, 1","1350, 101",3/3/2021,9/5/2022,TRUE,MACRO,Batelco
700170,5,LTE,LTE-A,26.2094007,50.5060007,"3, 1, 41, 20","1350, 101, 41364, 41514, 1350, 101, 41364, 41514, 6300, 1350, 101, 41364, 41514, 6300",3/3/2021,4/19/2021,TRUE,MACRO,Batelco
700197,4,LTE,LTE-A,26.21980028,50.49570016,"3, 1","1350, 101, 1350, 101",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700246,2,LTE,LTE-A,26.2338002,50.53380052,"3, 1","1350, 101, 1350, 101",3/3/2021,9/4/2022,TRUE,MACRO,Batelco
700485,5,LTE,LTE-A,26.21460059,50.50380068,"3, 1","1350, 1350, 101, 1350",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700385,4,LTE,LTE-A,26.2077002,50.50350093,"3, 1","1350, 101, 1350, 101, 1350, 101",3/3/2021,9/6/2022,TRUE,MACRO,Batelco
700776,4,LTE,LTE-A,26.2086006,50.50320092,"3, 20","1350, 6300",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700019,5,LTE,LTE-A,26.21770097,50.51910017,"3, 1, 20","1350, 76, 6300, 1350, 76, 6300, 1350, 101, 6300",3/3/2021,9/6/2022,TRUE,MACRO,Batelco
700152,4,LTE,LTE-A,26.22050061,50.50730016,1,101,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700298,4,LTE,LTE-A,26.21240074,50.50190076,3,1350,3/3/2021,3/3/2021,FALSE,MACRO,Batelco
700086,4,LTE,LTE-A,26.20800068,50.50330098,"3, 1, 20","1350, 101, 6300",3/3/2021,3/3/2021,TRUE,MACRO,Batelco
700781,2,LTE,LTE-A,26.22580061,50.52530098,"3, 1","1350, 101",3/3/2021,4/19/2021,TRUE,MACRO,Batelco
700510,2,LTE,LTE-A,26.23010049,50.53440052,3,1350,3/7/2021,3/7/2021,FALSE,MACRO,Batelco
700267,5,LTE,LTE-A,26.21700057,50.50980039,"3, 1","1350, 101, 1350, 101, 1350, 101",3/3/2021,3/7/2021,TRUE,MACRO,Batelco
